Area,Year,Real GDP (Millions),Real GDP Quality Index,Current-Dollar GDP (Millions),Per Capita Personal Income,PCEPI,PCEPI2012,Real Per Capita Personal Income,Type
"Canton-Massillon, OH",2011,15655.272,102.077,15264.809,36543.0,98.16941666666666,100.0,37224.424103569254,MSA
"Canton-Massillon, OH",2012,15336.732,100.0,15336.732,38041.0,100.0,100.0,38041.0,MSA
"Canton-Massillon, OH",2013,16362.443,106.688,16691.667,38493.0,101.35408333333334,100.0,37978.736262064755,MSA
"Canton-Massillon, OH",2014,17396.899,113.433,18015.299,39986.0,102.88666666666667,100.0,38864.12233525562,MSA
"Canton-Massillon, OH",2015,17480.998,113.981,17750.445,41480.0,103.11566666666667,100.0,40226.671019922615,MSA
"Canton-Massillon, OH",2016,17226.349,112.321,17507.488,41559.0,104.14833333333333,100.0,39903.663044695866,MSA
"Canton-Massillon, OH",2017,17328.125,112.984,18090.537,43086.0,106.0515,100.0,40627.4310122912,MSA
"Canton-Massillon, OH",2018,17244.805,112.441,18634.559,44544.0,108.3185,100.0,41123.16917239437,MSA
"Canton-Massillon, OH",2019,17310.355,112.869,18908.49,46019.0,109.92191666666666,100.0,41865.172474703635,MSA
"Canton-Massillon, OH",2020,16470.077,107.39,18019.229,49255.0,111.22466666666666,100.0,44284.24150518171,MSA
"Cape Coral-Fort Myers, FL",2001,17209.337,75.917,13214.794,31244.0,79.65616666666666,100.0,39223.57967681933,MSA
"Cape Coral-Fort Myers, FL",2002,18638.915,82.223,14643.284,31184.0,80.70208333333333,100.0,38640.88597464956,MSA
"Cape Coral-Fort Myers, FL",2003,20556.38,90.682,16488.262,32513.0,82.39758333333333,100.0,39458.68153495603,MSA
"Cape Coral-Fort Myers, FL",2004,23332.113,102.927,19290.603,35907.0,84.44275,100.0,42522.30061195307,MSA
"Cape Coral-Fort Myers, FL",2005,25528.887,112.617,21861.947,37783.0,86.87583333333333,100.0,43490.805843589034,MSA
"Cape Coral-Fort Myers, FL",2006,27436.322,121.032,24416.874,41550.0,89.32233333333333,100.0,46516.92185978124,MSA
"Cape Coral-Fort Myers, FL",2007,27512.869,121.369,25266.423,41186.0,91.61441666666667,100.0,44955.806627959755,MSA
"Cape Coral-Fort Myers, FL",2008,25137.378,110.89,23500.904,41588.0,94.32566666666666,100.0,44089.80235142786,MSA
"Cape Coral-Fort Myers, FL",2009,22800.485,100.581,21877.506,40111.0,94.0625,100.0,42642.92358803986,MSA
"Cape Coral-Fort Myers, FL",2010,22394.411,98.79,21582.553,39693.0,95.74708333333334,100.0,41456.09309247888,MSA
"Cape Coral-Fort Myers, FL",2011,22203.023,97.946,21709.252,41963.0,98.16941666666666,100.0,42745.4918495492,MSA
"Cape Coral-Fort Myers, FL",2012,22668.69,100.0,22668.69,42401.0,100.0,100.0,42401.0,MSA
"Cape Coral-Fort Myers, FL",2013,23150.505,102.125,23680.856,42137.0,101.35408333333334,100.0,41574.0526816466,MSA
"Cape Coral-Fort Myers, FL",2014,24280.068,107.108,25389.435,45129.0,102.88666666666667,100.0,43862.8264109376,MSA
"Cape Coral-Fort Myers, FL",2015,25739.463,113.546,27624.857,47152.0,103.11566666666667,100.0,45727.290065848385,MSA
"Cape Coral-Fort Myers, FL",2016,27623.624,121.858,30133.363,48961.0,104.14833333333333,100.0,47010.8339067676,MSA
"Cape Coral-Fort Myers, FL",2017,28267.947,124.7,31295.144,50496.0,106.0515,100.0,47614.602339429424,MSA
"Cape Coral-Fort Myers, FL",2018,29219.725,128.899,33030.833,52022.0,108.3185,100.0,48026.88368099632,MSA
"Cape Coral-Fort Myers, FL",2019,29723.883,131.123,34506.468,52832.0,109.92191666666666,100.0,48063.208504825016,MSA
"Cape Coral-Fort Myers, FL",2020,29010.141,127.974,34536.218,54707.0,111.22466666666666,100.0,49186.031875423316,MSA
"Cape Girardeau, MO-IL",2001,3314.598,86.588,2681.743,24726.0,79.65616666666666,100.0,31040.911249809073,MSA
"Cape Girardeau, MO-IL",2002,3425.559,89.486,2817.006,25559.0,80.70208333333333,100.0,31670.805689650722,MSA
"Cape Girardeau, MO-IL",2003,3456.83,90.303,2883.709,26701.0,82.39758333333333,100.0,32405.076605199793,MSA
"Cape Girardeau, MO-IL",2004,3612.72,94.376,3085.747,28340.0,84.44275,100.0,33561.199747758095,MSA
"Cape Girardeau, MO-IL",2005,3783.603,98.84,3302.866,29171.0,86.87583333333333,100.0,33577.80740712319,MSA
"Cape Girardeau, MO-IL",2006,3831.92,100.102,3445.408,30438.0,89.32233333333333,100.0,34076.58405699209,MSA
"Cape Girardeau, MO-IL",2007,3892.799,101.692,3586.066,32397.0,91.61441666666667,100.0,35362.33835104191,MSA
"Cape Girardeau, MO-IL",2008,3945.139,103.06,3696.785,33068.0,94.32566666666666,100.0,35057.266138237384,MSA
"Cape Girardeau, MO-IL",2009,3884.132,101.466,3686.328,32644.0,94.0625,100.0,34704.58471760798,MSA
"Cape Girardeau, MO-IL",2010,3820.116,99.794,3687.865,33294.0,95.74708333333334,100.0,34772.8607921042,MSA
"Cape Girardeau, MO-IL",2011,3793.935,99.11,3710.459,34556.0,98.16941666666666,100.0,35200.372145771806,MSA
"Cape Girardeau, MO-IL",2012,3828.018,100.0,3828.018,36754.0,100.0,100.0,36754.0,MSA
"Cape Girardeau, MO-IL",2013,3835.03,100.183,3920.531,37174.0,101.35408333333334,100.0,36677.35800810525,MSA
"Cape Girardeau, MO-IL",2014,3854.115,100.682,4001.453,37744.0,102.88666666666667,100.0,36685.025594505285,MSA
"Cape Girardeau, MO-IL",2015,3956.165,103.348,4198.669,39457.0,103.11566666666667,100.0,38264.796490672285,MSA
"Cape Girardeau, MO-IL",2016,4006.755,104.669,4308.598,40372.0,104.14833333333333,100.0,38763.94245387189,MSA
"Cape Girardeau, MO-IL",2017,4020.094,105.018,4398.112,41648.0,106.0515,100.0,39271.4860233,MSA
"Cape Girardeau, MO-IL",2018,4076.53,106.492,4555.57,42816.0,108.3185,100.0,39527.87381656873,MSA
"Cape Girardeau, MO-IL",2019,4030.81,105.298,4599.903,43506.0,109.92191666666666,100.0,39579.004187063096,MSA
"Cape Girardeau, MO-IL",2020,3950.984,103.212,4573.192,45802.0,111.22466666666666,100.0,41179.714331952746,MSA
"Carbondale-Marion, IL",2001,4396.203,79.955,3282.641,24038.0,79.65616666666666,100.0,30177.199086908946,MSA
"Carbondale-Marion, IL",2002,4598.67,83.637,3520.471,25108.0,80.70208333333333,100.0,31111.960141466814,MSA
"Carbondale-Marion, IL",2003,4636.82,84.331,3635.844,25552.0,82.39758333333333,100.0,31010.618232128574,MSA
"Carbondale-Marion, IL",2004,4702.987,85.534,3811.421,26174.0,84.44275,100.0,30996.14827797531,MSA
"Carbondale-Marion, IL",2005,4847.129,88.156,4059.567,27018.0,86.87583333333333,100.0,31099.557798006736,MSA
"Carbondale-Marion, IL",2006,4929.883,89.661,4285.97,28039.0,89.32233333333333,100.0,31390.805584269703,MSA
"Carbondale-Marion, IL",2007,4860.94,88.407,4373.584,29116.0,91.61441666666667,100.0,31781.024274745694,MSA
"Carbondale-Marion, IL",2008,5113.843,93.007,4711.296,30601.0,94.32566666666666,100.0,32441.859232375777,MSA
"Carbondale-Marion, IL",2009,5140.675,93.495,4858.608,31643.0,94.0625,100.0,33640.39867109634,MSA
"Carbondale-Marion, IL",2010,5318.291,96.725,5105.27,33452.0,95.74708333333334,100.0,34937.87887359493,MSA
"Carbondale-Marion, IL",2011,5500.32,100.036,5370.824,34469.0,98.16941666666666,100.0,35111.749840624165,MSA
"Carbondale-Marion, IL",2012,5498.354,100.0,5498.354,35316.0,100.0,100.0,35316.0,MSA
"Carbondale-Marion, IL",2013,5315.242,96.67,5400.373,35340.0,101.35408333333334,100.0,34867.860117459495,MSA
"Carbondale-Marion, IL",2014,5189.972,94.391,5378.985,35884.0,102.88666666666667,100.0,34877.211170867624,MSA
"Carbondale-Marion, IL",2015,5159.823,93.843,5458.813,37377.0,103.11566666666667,100.0,36247.64423123547,MSA
"Carbondale-Marion, IL",2016,5117.185,93.068,5484.556,37726.0,104.14833333333333,100.0,36223.33530701404,MSA
"Carbondale-Marion, IL",2017,5142.507,93.528,5604.242,38857.0,106.0515,100.0,36639.745783888015,MSA
"Carbondale-Marion, IL",2018,5291.677,96.241,5889.912,40124.0,108.3185,100.0,37042.6104497385,MSA
"Carbondale-Marion, IL",2019,5255.386,95.581,5970.025,41233.0,109.92191666666666,100.0,37511.17270365403,MSA
"Carbondale-Marion, IL",2020,4964.793,90.296,5772.869,44335.0,111.22466666666666,100.0,39860.76230092845,MSA
"Carson City, NV",2001,2899.235,93.973,2217.275,23455.0,79.65616666666666,100.0,29445.303460497933,MSA
"Carson City, NV",2002,2939.874,95.29,2292.485,20098.0,80.70208333333333,100.0,24903.94196762785,MSA
"Carson City, NV",2003,2981.989,96.655,2374.729,21178.0,82.39758333333333,100.0,25702.21011740838,MSA
"Carson City, NV",2004,3028.819,98.173,2488.172,21128.0,84.44275,100.0,25020.502056126785,MSA
"Carson City, NV",2005,3098.494,100.431,2633.987,24645.0,86.87583333333333,100.0,28368.07320793086,MSA
"Carson City, NV",2006,3192.775,103.487,2812.501,30536.0,89.32233333333333,100.0,34186.29905921251,MSA
"Carson City, NV",2007,3272.533,106.072,2978.876,29415.0,91.61441666666667,100.0,32107.392122600788,MSA
"Carson City, NV",2008,3296.309,106.843,3060.165,29975.0,94.32566666666666,100.0,31778.201055209433,MSA
"Carson City, NV",2009,3226.797,104.59,3073.009,41353.0,94.0625,100.0,43963.322259136214,MSA
"Carson City, NV",2010,3401.623,110.257,3270.404,44788.0,95.74708333333334,100.0,46777.40401143638,MSA
"Carson City, NV",2011,3124.682,101.28,3048.262,43329.0,98.16941666666666,100.0,44136.96390508585,MSA
"Carson City, NV",2012,3085.186,100.0,3085.186,39685.0,100.0,100.0,39685.0,MSA
"Carson City, NV",2013,3064.811,99.34,3133.168,40971.0,101.35408333333334,100.0,40423.63035858611,MSA
"Carson City, NV",2014,2907.15,94.229,3037.085,42752.0,102.88666666666667,100.0,41552.51733298775,MSA
"Carson City, NV",2015,2930.819,94.997,3139.531,45281.0,103.11566666666667,100.0,43912.822817095366,MSA
"Carson City, NV",2016,2916.31,94.526,3171.225,45264.0,104.14833333333333,100.0,43461.0891516907,MSA
"Carson City, NV",2017,3103.391,100.59,3419.08,47952.0,106.0515,100.0,45215.76781092205,MSA
"Carson City, NV",2018,3223.875,104.495,3630.374,50378.0,108.3185,100.0,46509.13740496776,MSA
"Carson City, NV",2019,3384.312,109.696,3898.482,52880.0,109.92191666666666,100.0,48106.87586567132,MSA
"Carson City, NV",2020,3294.557,106.786,3895.773,56510.0,111.22466666666666,100.0,50807.0751691771,MSA
"Casper, WY",2001,3142.042,58.745,2271.01,31934.0,79.65616666666666,100.0,40089.802630890685,MSA
"Casper, WY",2002,3225.619,60.308,2348.831,32336.0,80.70208333333333,100.0,40068.35841701732,MSA
"Casper, WY",2003,3322.133,62.112,2514.531,34104.0,82.39758333333333,100.0,41389.56340750285,MSA
"Casper, WY",2004,3558.33,66.528,2801.353,36115.0,84.44275,100.0,42768.6213440467,MSA
"Casper, WY",2005,3847.81,71.94,3238.59,40633.0,86.87583333333333,100.0,46771.34991510872,MSA
"Casper, WY",2006,4392.785,82.13,3865.957,46850.0,89.32233333333333,100.0,52450.488306395935,MSA
"Casper, WY",2007,4474.911,83.665,4089.735,47331.0,91.61441666666667,100.0,51663.26624357702,MSA
"Casper, WY",2008,4609.951,86.19,4398.557,54133.0,94.32566666666666,100.0,57389.46981556805,MSA
"Casper, WY",2009,4262.386,79.692,3930.612,45806.0,94.0625,100.0,48697.408637873756,MSA
"Casper, WY",2010,4490.08,83.949,4259.756,50536.0,95.74708333333334,100.0,52780.72003933974,MSA
"Casper, WY",2011,4755.23,88.906,4657.203,54288.0,98.16941666666666,100.0,55300.318412132765,MSA
"Casper, WY",2012,5348.606,100.0,5348.606,61136.0,100.0,100.0,61136.0,MSA
"Casper, WY",2013,5485.786,102.565,5610.169,63564.0,101.35408333333334,100.0,62714.789488007795,MSA
"Casper, WY",2014,5865.579,109.666,6098.718,71559.0,102.88666666666667,100.0,69551.28620488563,MSA
"Casper, WY",2015,5784.123,108.143,5937.79,73854.0,103.11566666666667,100.0,71622.48219636848,MSA
"Casper, WY",2016,5253.429,98.221,5443.473,64034.0,104.14833333333333,100.0,61483.46108915169,MSA
"Casper, WY",2017,5161.037,96.493,5497.148,63145.0,106.0515,100.0,59541.82637680749,MSA
"Casper, WY",2018,5647.199,105.583,6193.566,71185.0,108.3185,100.0,65718.22911137063,MSA
"Casper, WY",2019,5555.85,103.875,6232.159,70054.0,109.92191666666666,100.0,63730.69368180291,MSA
"Casper, WY",2020,4994.498,93.379,5576.522,68447.0,111.22466666666666,100.0,61539.406726325695,MSA
"Cedar Rapids, IA",2001,10521.328,67.545,9247.97,30851.0,79.65616666666666,100.0,38730.209211674344,MSA
"Cedar Rapids, IA",2002,10405.468,66.802,9248.842,31101.0,80.70208333333333,100.0,38538.03856777758,MSA
"Cedar Rapids, IA",2003,11216.4,72.008,10057.913,31639.0,82.39758333333333,100.0,38397.97081427348,MSA
"Cedar Rapids, IA",2004,12285.17,78.869,11150.807,33090.0,84.44275,100.0,39186.31262008876,MSA
"Cedar Rapids, IA",2005,12871.741,82.635,11862.327,34176.0,86.87583333333333,100.0,39338.90322394989,MSA
"Cedar Rapids, IA",2006,12983.947,83.355,12141.421,35919.0,89.32233333333333,100.0,40212.787395462874,MSA
"Cedar Rapids, IA",2007,14233.277,91.376,13465.268,38214.0,91.61441666666667,100.0,41711.775712155926,MSA
"Cedar Rapids, IA",2008,14067.639,90.312,13349.682,40359.0,94.32566666666666,100.0,42786.86960424346,MSA
"Cedar Rapids, IA",2009,14257.291,91.53,13872.275,39796.0,94.0625,100.0,42308.03986710963,MSA
"Cedar Rapids, IA",2010,15069.56,96.744,14645.269,41248.0,95.74708333333334,100.0,43080.16345145413,MSA
"Cedar Rapids, IA",2011,15458.668,99.242,15168.709,42977.0,98.16941666666666,100.0,43778.40009575283,MSA
"Cedar Rapids, IA",2012,15576.684,100.0,15576.684,45089.0,100.0,100.0,45089.0,MSA
"Cedar Rapids, IA",2013,15308.252,98.277,15577.262,45172.0,101.35408333333334,100.0,44568.50529784608,MSA
"Cedar Rapids, IA",2014,15934.362,102.296,16481.385,47039.0,102.88666666666667,100.0,45719.237996501004,MSA
"Cedar Rapids, IA",2015,16496.961,105.908,17360.993,48555.0,103.11566666666667,100.0,47087.89805622812,MSA
"Cedar Rapids, IA",2016,16863.87,108.264,17908.215,49388.0,104.14833333333333,100.0,47420.82606538751,MSA
"Cedar Rapids, IA",2017,16688.271,107.136,17852.002,50289.0,106.0515,100.0,47419.414152557954,MSA
"Cedar Rapids, IA",2018,17136.851,110.016,18669.709,52032.0,108.3185,100.0,48036.115714305495,MSA
"Cedar Rapids, IA",2019,16656.125,106.93,18474.959,52898.0,109.92191666666666,100.0,48123.25112598868,MSA
"Cedar Rapids, IA",2020,16352.21,104.979,18536.077,55971.0,111.22466666666666,100.0,50322.47043521521,MSA
"Chambersburg-Waynesboro, PA",2001,4070.575,78.266,3179.773,27057.0,79.65616666666666,100.0,33967.238359867515,MSA
"Chambersburg-Waynesboro, PA",2002,3997.184,76.855,3184.695,27557.0,80.70208333333333,100.0,34146.57820688231,MSA
"Chambersburg-Waynesboro, PA",2003,4284.97,82.388,3481.239,28933.0,82.39758333333333,100.0,35113.893914768945,MSA
"Chambersburg-Waynesboro, PA",2004,4643.875,89.289,3884.612,31097.0,84.44275,100.0,36826.1336822877,MSA
"Chambersburg-Waynesboro, PA",2005,5066.252,97.41,4326.954,32969.0,86.87583333333333,100.0,37949.564032958915,MSA
"Chambersburg-Waynesboro, PA",2006,5375.488,103.356,4704.69,34363.0,89.32233333333333,100.0,38470.78185000392,MSA
"Chambersburg-Waynesboro, PA",2007,5654.774,108.726,5145.9,36019.0,91.61441666666667,100.0,39315.864588269855,MSA
"Chambersburg-Waynesboro, PA",2008,5614.987,107.961,5196.189,36595.0,94.32566666666666,100.0,38796.43928658513,MSA
"Chambersburg-Waynesboro, PA",2009,5250.169,100.946,4977.303,35432.0,94.0625,100.0,37668.571428571435,MSA
"Chambersburg-Waynesboro, PA",2010,5219.615,100.359,4986.063,36421.0,95.74708333333334,100.0,38038.75662008851,MSA
"Chambersburg-Waynesboro, PA",2011,5246.154,100.869,5119.321,38136.0,98.16941666666666,100.0,38847.12907023827,MSA
"Chambersburg-Waynesboro, PA",2012,5200.945,100.0,5200.945,38760.0,100.0,100.0,38760.0,MSA
"Chambersburg-Waynesboro, PA",2013,5311.069,102.117,5422.751,39303.0,101.35408333333334,100.0,38777.914719765446,MSA
"Chambersburg-Waynesboro, PA",2014,5417.728,104.168,5609.709,41014.0,102.88666666666667,100.0,39863.279984448905,MSA
"Chambersburg-Waynesboro, PA",2015,5554.346,106.795,5865.01,42251.0,103.11566666666667,100.0,40974.37505455039,MSA
"Chambersburg-Waynesboro, PA",2016,5395.091,103.733,5770.866,42648.0,104.14833333333333,100.0,40949.28707452512,MSA
"Chambersburg-Waynesboro, PA",2017,5832.673,112.146,6327.957,44286.0,106.0515,100.0,41758.956733285246,MSA
"Chambersburg-Waynesboro, PA",2018,5832.323,112.14,6439.778,46435.0,108.3185,100.0,42868.94667115959,MSA
"Chambersburg-Waynesboro, PA",2019,5794.152,111.406,6552.643,48014.0,109.92191666666666,100.0,43680.097159877885,MSA
"Chambersburg-Waynesboro, PA",2020,5439.106,104.579,6283.987,51979.0,111.22466666666666,100.0,46733.33852802436,MSA
"Champaign-Urbana, IL",2001,8500.056,82.541,6562.694,28760.0,79.65616666666666,100.0,36105.17704216246,MSA
"Champaign-Urbana, IL",2002,8942.468,86.837,7051.684,29234.0,80.70208333333333,100.0,36224.591475849964,MSA
"Champaign-Urbana, IL",2003,8978.069,87.183,7235.731,29844.0,82.39758333333333,100.0,36219.5088650456,MSA
"Champaign-Urbana, IL",2004,9166.303,89.011,7600.362,31003.0,84.44275,100.0,36714.81565913,MSA
"Champaign-Urbana, IL",2005,9128.695,88.645,7757.459,31087.0,86.87583333333333,100.0,35783.253877660645,MSA
"Champaign-Urbana, IL",2006,9311.574,90.421,8142.124,32182.0,89.32233333333333,100.0,36029.06328018002,MSA
"Champaign-Urbana, IL",2007,9500.279,92.254,8600.263,33747.0,91.61441666666667,100.0,36835.90555707662,MSA
"Champaign-Urbana, IL",2008,9923.098,96.36,9168.017,35699.0,94.32566666666666,100.0,37846.538764634584,MSA
"Champaign-Urbana, IL",2009,9813.354,95.294,9246.977,37248.0,94.0625,100.0,39599.202657807306,MSA
"Champaign-Urbana, IL",2010,10193.754,98.988,9728.482,38541.0,95.74708333333334,100.0,40252.92328312873,MSA
"Champaign-Urbana, IL",2011,10292.506,99.947,10025.664,39805.0,98.16941666666666,100.0,40547.25122301328,MSA
"Champaign-Urbana, IL",2012,10297.982,100.0,10297.982,40424.0,100.0,100.0,40424.0,MSA
"Champaign-Urbana, IL",2013,10725.063,104.147,10984.617,42096.0,101.35408333333334,100.0,41533.60043872595,MSA
"Champaign-Urbana, IL",2014,10915.145,105.993,11376.88,43268.0,102.88666666666667,100.0,42054.040044061425,MSA
"Champaign-Urbana, IL",2015,10903.881,105.884,11612.002,44386.0,103.11566666666667,100.0,43044.86547469347,MSA
"Champaign-Urbana, IL",2016,10635.496,103.277,11465.34,43650.0,104.14833333333333,100.0,41911.3764022468,MSA
"Champaign-Urbana, IL",2017,10607.471,103.005,11606.878,44064.0,106.0515,100.0,41549.62447490134,MSA
"Champaign-Urbana, IL",2018,10497.656,101.939,11726.51,44971.0,108.3185,100.0,41517.3769946962,MSA
"Champaign-Urbana, IL",2019,10475.509,101.724,11971.268,46203.0,109.92191666666666,100.0,42032.56402461444,MSA
"Champaign-Urbana, IL",2020,10261.046,99.641,12008.266,49967.0,111.22466666666666,100.0,44924.38727620372,MSA
"Charleston, WV",2001,13535.841,102.305,9369.834,26900.0,79.65616666666666,100.0,33770.14125292664,MSA
"Charleston, WV",2002,13609.876,102.865,9630.018,27723.0,80.70208333333333,100.0,34352.27302062627,MSA
"Charleston, WV",2003,13606.691,102.841,9886.577,28034.0,82.39758333333333,100.0,34022.8424984147,MSA
"Charleston, WV",2004,13541.842,102.351,10283.138,28331.0,84.44275,100.0,33550.54163915789,MSA
"Charleston, WV",2005,13902.31,105.075,11133.754,30074.0,86.87583333333333,100.0,34617.22189715206,MSA
"Charleston, WV",2006,14163.742,107.051,11908.684,32031.0,89.32233333333333,100.0,35860.012613493454,MSA
"Charleston, WV",2007,14172.869,107.12,12373.507,33298.0,91.61441666666667,100.0,36345.808019662116,MSA
"Charleston, WV",2008,14060.099,106.268,12805.496,35479.0,94.32566666666666,100.0,37613.30426147708,MSA
"Charleston, WV",2009,14037.283,106.095,13001.621,35442.0,94.0625,100.0,37679.20265780731,MSA
"Charleston, WV",2010,13715.281,103.662,13062.793,36344.0,95.74708333333334,100.0,37958.336415817714,MSA
"Charleston, WV",2011,13746.174,103.895,13518.757,38280.0,98.16941666666666,100.0,38993.81426496541,MSA
"Charleston, WV",2012,13230.825,100.0,13230.825,39109.0,100.0,100.0,39109.0,MSA
"Charleston, WV",2013,12797.019,96.721,12949.744,38616.0,101.35408333333334,100.0,38100.09299082671,MSA
"Charleston, WV",2014,12535.556,94.745,12900.612,39927.0,102.88666666666667,100.0,38806.777684183246,MSA
"Charleston, WV",2015,12186.663,92.108,12610.547,40660.0,103.11566666666667,100.0,39431.44753302925,MSA
"Charleston, WV",2016,12033.288,90.949,12595.045,40405.0,104.14833333333333,100.0,38795.62803053338,MSA
"Charleston, WV",2017,11777.616,89.016,12613.042,41782.0,106.0515,100.0,39397.839728811,MSA
"Charleston, WV",2018,12425.049,93.91,13648.841,44328.0,108.3185,100.0,40923.75725291617,MSA
"Charleston, WV",2019,11771.786,88.972,13170.588,45527.0,109.92191666666666,100.0,41417.582026029086,MSA
